duplicate_id,event_date,duplicate_mrn,original_mrn,source,department_id,department_name,service_line,contributory_factor_type,contributory_factors,primary_category,status,resolution_type,days_to_resolution,assigned_analyst,facility,patient_age_group,duplicate_score,investigation_time_minutes
490,2025-10-15,25975203,26397201,Self-schedule,3,Urgent Care,Ambulatory,Data Entry Error,DOB typo,Date of Birth,Resolved,Split,3,Maybelle Scarborough,CONWAY REGIONAL MEDICAL CENTER INC,Pediatric,85,17
491,2026-03-12,30414995,87800307,Referral,2,Emergency Department,Emergency,Data Entry Error,Name typo,Patient Name,Resolved,Merge,3,Giralda Janz,US NAVAL HOSPITAL GUANTANAMO BAY,Senior,66,25
492,2024-01-26,17077853,15437220,Emergency Department,8,Behavioral Health,Behavioral Health,System Issue,Interface mapping error,System/Interface,Resolved,Split,3,Shelby Benn,JULIA RACKLEY PERRY MEMORIAL HOSPITAL,Senior,67,65
493,2025-06-05,88942599,97823955,Self-schedule,8,Behavioral Health,Behavioral Health,Workflow Issue,Registration workflow deviation,Workflow,Resolved,Merge,5,Brandon Eadmeads,CHRISTIAN UNITY HOSPITAL CORPORATION,Adult,100,25
494,2024-09-05,38237867,2102918,Patient Portal,7,Inpatient,Inpatient,Workflow Issue,Registration workflow deviation,Workflow,Resolved,No Action Required,3,Brody Galer,CALIFORNIA CANCER MEDICAL CENTER INC,Senior,72,34
495,2024-05-07,92043324,63306007,Self-schedule,8,Behavioral Health,Behavioral Health,Patient Input Error,Guardian entered own DOB,Date of Birth,Resolved,No Action Required,2,Aldric Bellis,MEMORIAL HOSPITAL AT GULFPORT,Adult,81,14
496,2025-01-06,8959423,95097257,Patient Portal,1,Primary Care,Ambulatory,Data Entry Error,Transposed first/last name,Patient Name,Pending Review,Pending,16,Gwendolin Connal,LORETTO HOSPITAL,Pediatric,69,14
497,2025-08-19,41570906,47574944,Registration Kiosk,4,Specialty Clinics,Ambulatory,Data Entry Error,Name typo,Patient Name,Resolved,Merge,1,Adler Philpott,"POTOMAC VALLEY HOSPITAL OF WV, INC.",Adult,93,33
498,2023-12-31,23105439,71305932,Emergency Department,6,Radiology,Ancillary,Registration Information,Missing insurance information,Insurance Information,Resolved,Merge,7,Blondie Jeandon,ST. LUKE'S HOSPITAL,Adult,86,16
499,2023-10-31,51415869,16861888,Self-schedule,6,Radiology,Ancillary,System Issue,Interface mapping error,System/Interface,Resolved,Merge,5,Alfons Eatherton,MOUNT SINAI HOSPITAL MEDICAL CENTER,Adult,100,8
500,2024-08-31,76155236,88532812,Internal Registration,8,Behavioral Health,Behavioral Health,Data Entry Error,Transposed first/last name,Patient Name,Resolved,No Action Required,6,Alexina Gilvear,OAK HILL HOSPITAL CORPORATION,Adult,85,9
501,2025-06-22,14769749,86652497,Self-schedule,2,Emergency Department,Emergency,Workflow Issue,Registration workflow deviation,Workflow,Resolved,KND,11,Ernaline Corrao,MILLINOCKET REGIONAL HOSPITAL,Pediatric,94,57
502,2024-03-18,38213382,61640620,Referral,3,Urgent Care,Ambulatory,Data Entry Error,Name typo,Patient Name,Resolved,Split,11,Grata Uvedale,BATES COUNTY MEMORIAL HOSPITAL PHARMACY,Pediatric,75,99
503,2025-03-21,69423896,50760568,Self-schedule,1,Primary Care,Ambulatory,Registration Information,Missing insurance information,Insurance Information,Resolved,KND,8,Rae McCorry,HURON VALLEY SINAI HOSPITAL,Pediatric,96,8
504,2023-09-22,43580282,72487054,Patient Portal,6,Radiology,Ancillary,Data Entry Error,DOB typo,Date of Birth,Resolved,KND,9,Ethelred Ateggart,BROWN COUNTY GENERAL HOSPITAL,Adult,82,50
505,2024-10-10,95523731,18744133,Emergency Department,5,Laboratory,Ancillary,Registration Information,Duplicate registration attempt,Registration Process,Resolved,No Action Required,4,Darline Rowney,GOLD MEDICAL CENTER,Pediatric,83,16
506,2024-05-11,3577338,90136239,Internal Registration,1,Primary Care,Ambulatory,System Issue,Interface mapping error,System/Interface,Resolved,KND,1,Benita Giraudat,SOUTHERN REHAB & MEDICAL CENTER,Adult,100,5
507,2024-10-09,9165945,92708340,Referral,8,Behavioral Health,Behavioral Health,Registration Information,Duplicate registration attempt,Registration Process,Resolved,Merge,2,Lindi Hammersley,TENDER LOVING HOSPITALITY,Pediatric,100,65
508,2024-10-29,80760559,24253975,Internal Registration,8,Behavioral Health,Behavioral Health,Data Entry Error,Transposed first/last name,Patient Name,Resolved,KND,8,Donnie Binion,JENNIE STUART MEDICAL CENTER INC,Adult,38,11
509,2024-11-19,30952790,12628590,Internal Registration,7,Inpatient,Inpatient,Patient Input Error,Incorrect patient information,Other,Resolved,Merge,8,Doris Von Oertzen,"EVEREST REHABILITATION HOSPITAL LONGVIEW, LLC",Adult,99,15
510,2026-02-14,22793917,85464902,Self-schedule,7,Inpatient,Inpatient,Data Entry Error,DOB typo,Date of Birth,Resolved,Merge,9,Pebrook Vidineev,INTEGRIS GROVE HOSPITAL,Adult,71,23
511,2025-05-28,8008936,93497069,Internal Registration,2,Emergency Department,Emergency,Registration Information,Incomplete demographics,Demographics/Registration,Pending Review,Pending,21,Floyd Woodberry,BAMBERG COUNTY HOSPITAL & NURSING CENTER,Adult,91,16
512,2026-02-07,73875256,85699610,Emergency Department,6,Radiology,Ancillary,System Issue,System duplicate creation,System/Interface,Resolved,Merge,10,Emlyn Greenhead,COMMUNITY GENERAL HOSPITAL OF DILLEY TEXAS INC,Pediatric,95,37
513,2026-04-24,67307285,87573055,Self-schedule,1,Primary Care,Ambulatory,Data Entry Error,DOB typo,Date of Birth,Resolved,Merge,5,Fabian Macguire,"HOSPITAL & MEDICAL FOUNDATION OF PARIS, INC.",Pediatric,68,60
514,2025-02-20,37725421,56849928,Internal Registration,8,Behavioral Health,Behavioral Health,System Issue,System duplicate creation,System/Interface,Resolved,No Action Required,5,Frank Blowing,DEPARTMENT OF HEALTH AND HOSPITALS (DHH),Senior,88,9
515,2023-09-15,3896600,10473570,Call Center,7,Inpatient,Inpatient,Workflow Issue,Skipped duplicate search,Workflow,Resolved,KND,8,Grace Emps,THE METHODIST HOSPITAL,Adult,100,193
516,2025-05-04,9031584,31628646,Self-schedule,1,Primary Care,Ambulatory,Data Entry Error,Name typo,Patient Name,Resolved,Split,6,Kerri Esche,HENRY FORD WYANDOTTE HOSPITAL,Adult,83,57
517,2024-05-28,79520504,85371966,Call Center,3,Urgent Care,Ambulatory,Data Entry Error,DOB typo,Date of Birth,Resolved,Merge,7,Clive Edgcombe,UNIVERSITY OF TEXAS SOUTHWESTERN MEDICAL CENTER AT DALLAS,Adult,93,103
518,2025-05-14,46414136,9841087,Internal Registration,3,Urgent Care,Ambulatory,Data Entry Error,Incorrect address entry,Address,Resolved,Merge,12,Mollee Lamey,ST FRANCIS HOSPITAL,Adult,94,21
519,2024-12-27,14937150,15254454,Patient Portal,3,Urgent Care,Ambulatory,Data Entry Error,Transposed first/last name,Patient Name,Resolved,KND,2,Joeann Ram,BANKS-JACKSON-COMMERCE HOSPITAL AND NURSING HOME AUTHORITY,Adult,87,10
520,2024-01-04,82353702,31028247,Self-schedule,8,Behavioral Health,Behavioral Health,System Issue,Data synchronization issue,System/Interface,Resolved,KND,14,Emmalyn Dionisi,THE CHARLOTTE-MECKLENBURG HOSPITAL AUTHORITY,Pediatric,81,12
521,2024-12-16,33900029,7011845,Internal Registration,5,Laboratory,Ancillary,Data Entry Error,Name typo,Patient Name,Resolved,Merge,4,Bernardo Baradel,THE MARY LANNING MEMORIAL HOSPITAL ASSOCIATION,Pediatric,99,58
522,2025-11-21,18776324,90390330,Emergency Department,7,Inpatient,Inpatient,Data Entry Error,Transposed first/last name,Patient Name,Pending Review,Pending,13,Karlik Blacksland,COMMUNITY MEMORIAL HOSPITAL DISTRICT,Senior,87,10
523,2025-07-15,40698593,53335673,Emergency Department,4,Specialty Clinics,Ambulatory,Registration Information,Missing insurance information,Insurance Information,Resolved,KND,10,Lenna Dannel,MERCY HOSPITAL OF FRANCISCAN SISTERS,Adult,84,24
524,2023-12-15,65902805,40942023,Patient Portal,8,Behavioral Health,Behavioral Health,Workflow Issue,Registration workflow deviation,Workflow,Resolved,No Action Required,15,Antoine Presnail,MERCY CATHOLIC MEDICAL CENTER OF SOUTHEASTERN PA,Adult,87,74
525,2025-08-29,93820191,84058838,Call Center,4,Specialty Clinics,Ambulatory,Data Entry Error,DOB typo,Date of Birth,Resolved,Split,7,Wilbur Matussov,"FRANKLIN PARK MEDICAL CENTER, PC",Pediatric,90,209
526,2025-05-07,82957581,15468369,Call Center,4,Specialty Clinics,Ambulatory,System Issue,System duplicate creation,System/Interface,Resolved,Split,5,Dynah Capron,SETON MEDICAL CENTER,Pediatric,82,51
527,2024-10-19,12245612,735360,Emergency Department,6,Radiology,Ancillary,Workflow Issue,Registration workflow deviation,Workflow,Resolved,Split,12,Ogdan Longlands,LOWER FLORENCE COUNTY HOSPITAL,Unknown,87,10
528,2024-10-01,67101534,52702962,Internal Registration,4,Specialty Clinics,Ambulatory,System Issue,System duplicate creation,System/Interface,In Progress,Pending,21,Bellanca McKellar,MARION GENERAL HOSPITAL,Pediatric,52,5
529,2026-01-31,30542642,10458009,Referral,1,Primary Care,Ambulatory,Data Entry Error,Transposed first/last name,Patient Name,Resolved,KND,2,Lari Glassford,ST VINCENT HOSPITAL & HEALTH CARE CENTER INC,Adult,82,155
530,2025-08-13,11806101,23732925,Call Center,1,Primary Care,Ambulatory,Data Entry Error,Name typo,Patient Name,Pending Review,Pending,18,Herve Rawkesby,ENGLEWOOD HOSPITAL AND MEDICAL CENTER,Pediatric,47,24
531,2024-11-04,57252479,69803303,Self-schedule,1,Primary Care,Ambulatory,System Issue,System duplicate creation,System/Interface,Resolved,Split,1,Daniela Jacobs,WEST WHARTON COUNTY HOSPITAL DISTRICT,Senior,99,22
532,2023-11-09,70337391,1566094,Self-schedule,1,Primary Care,Ambulatory,Registration Information,Missing insurance information,Insurance Information,Resolved,Merge,3,Leland Mooring,"MCCARTHY MEDICAL CENTER, INC",Pediatric,92,24
533,2023-11-18,55131148,7412786,Internal Registration,8,Behavioral Health,Behavioral Health,Data Entry Error,DOB typo,Date of Birth,Resolved,No Action Required,7,Porter Breheny,CAP COD HOSPITAL,Senior,80,63
534,2026-02-26,55122873,52222131,Internal Registration,4,Specialty Clinics,Ambulatory,System Issue,Interface mapping error,System/Interface,Resolved,KND,6,Melodie Whipple,BULLHEAD CITY HOSPITAL CORPORATION,Adult,100,17
535,2025-02-21,3379340,30419216,Self-schedule,7,Inpatient,Inpatient,Data Entry Error,Name typo,Patient Name,Resolved,Split,10,Saidee O'Lennane,FORSYTH MEMORIAL HOSPITAL INC,Senior,94,47
536,2025-06-13,72560527,81686001,Patient Portal,3,Urgent Care,Ambulatory,Registration Information,Duplicate registration attempt,Registration Process,Resolved,Split,13,Johna Goudge,"FAMILY MEDICAL CENTER OF MICHIGAN,INC",Adult,81,10
537,2025-12-15,18515614,74599911,Internal Registration,3,Urgent Care,Ambulatory,Data Entry Error,Transposed first/last name,Patient Name,Resolved,Split,1,Kelila Cannan,"CHESTNUT HILL HOSPITAL, LLC",Adult,91,19
538,2026-05-09,66516374,52235244,Emergency Department,3,Urgent Care,Ambulatory,Registration Information,Duplicate registration attempt,Registration Process,Resolved,Merge,5,Elnore Fountian,EVEREST REHABILITATION HOSPITAL ST. PETE LLC,Adult,92,13
539,2025-03-11,88166493,39938135,Emergency Department,2,Emergency Department,Emergency,Data Entry Error,Incorrect address entry,Address,Resolved,No Action Required,13,Agnese Dumphry,CAMBRIDGE MEMORIAL HOSPITAL INC,Pediatric,85,6
540,2024-04-04,84296874,60810411,Emergency Department,5,Laboratory,Ancillary,Data Entry Error,DOB typo,Date of Birth,Resolved,Split,15,Jeanine Cuell,RUSH MEMORIAL HOSPITAL,Senior,100,10
541,2025-10-18,16352585,51049082,Patient Portal,6,Radiology,Ancillary,System Issue,Data synchronization issue,System/Interface,Resolved,No Action Required,4,Hort Salzburg,THE CHARLOTTE-MECKLENBURG HOSPITAL AUTHORITY,Adult,68,66
542,2025-07-24,5560896,95934270,Self-schedule,2,Emergency Department,Emergency,Workflow Issue,Skipped duplicate search,Workflow,Resolved,Merge,1,Erika Duckworth,APEX MEDICAL CENTER,Adult,99,13
543,2025-08-29,98106085,88415289,Self-schedule,6,Radiology,Ancillary,Data Entry Error,Incorrect address entry,Address,Resolved,Merge,12,Merwin Hallgate,"MERCY HOSPITAL ADA, INC",Adult,96,10
544,2025-08-21,25938587,50043338,Self-schedule,6,Radiology,Ancillary,Registration Information,Missing insurance information,Insurance Information,Resolved,No Action Required,9,Raff Lomasny,NAVAL HOSPITAL CAMP PENDLETON,Adult,91,35
545,2025-12-27,40537905,8078418,Emergency Department,6,Radiology,Ancillary,Data Entry Error,DOB typo,Date of Birth,Resolved,No Action Required,10,Odilia Alpe,"PHYSICIAN'S CHOICE HOSPITAL - FREMONT, LLC",Pediatric,90,19
546,2025-12-26,43819459,90416703,Internal Registration,1,Primary Care,Ambulatory,Registration Information,Missing insurance information,Insurance Information,Resolved,No Action Required,10,Rhiamon Peacey,DAVIESS COUNTY HOSPITAL,Adult,33,22
547,2024-03-24,17358621,94974537,Patient Portal,4,Specialty Clinics,Ambulatory,System Issue,Data synchronization issue,System/Interface,Resolved,KND,7,Corinne McNamee,PERHAM HOSPITAL DISTRICT,Senior,93,24
548,2023-10-18,39466688,72077032,Self-schedule,4,Specialty Clinics,Ambulatory,Registration Information,Incomplete demographics,Demographics/Registration,Resolved,Merge,14,Ermina Belin,ABRAHAM LINCOLN MEMORIAL HOSPITAL,Adult,93,9
549,2025-12-04,17044566,7314122,Emergency Department,5,Laboratory,Ancillary,System Issue,Interface mapping error,System/Interface,Pending Review,Pending,1,Jermain Fladgate,ST. FRANCIS MEDICAL CENTER - MOLOKAI DIALYSIS,Adult,91,9
550,2024-06-26,8043389,66374219,Self-schedule,6,Radiology,Ancillary,Data Entry Error,DOB typo,Date of Birth,Resolved,No Action Required,2,Sandor Congreave,UNIVERSITY OF COLORADO HOSPITAL AUTHORITY,Adult,92,23
551,2025-07-25,29761363,71555121,Referral,2,Emergency Department,Emergency,Data Entry Error,Incorrect address entry,Address,Resolved,KND,6,Danny Skirling,PRINCETON BAPTIST MEDICAL CENTER,Adult,64,114
552,2024-08-04,64939883,47965697,Emergency Department,5,Laboratory,Ancillary,Workflow Issue,Skipped duplicate search,Workflow,Resolved,Merge,13,Kalvin Southworth,"AIKEN REGIONAL MEDICAL CENTERS, INC.",Senior,80,114
553,2023-09-10,45502217,52324655,Self-schedule,7,Inpatient,Inpatient,Data Entry Error,Incorrect address entry,Address,Resolved,No Action Required,3,Brandyn Finnes,OSU MEDICAL CENTER,Adult,88,55
554,2025-02-10,79900294,22155419,Internal Registration,2,Emergency Department,Emergency,Workflow Issue,Skipped duplicate search,Workflow,Resolved,KND,6,Rochell Readwing,THE CHILDREN'S HOSPITAL OF ALABAMA,Adult,98,22
555,2026-03-09,86841154,93946499,Self-schedule,4,Specialty Clinics,Ambulatory,Data Entry Error,Transposed first/last name,Patient Name,Pending Review,Pending,7,Carma Sollars,LANGLADE HOSPITAL - HOTEL DIEU OF ST. JOSEPH OF ANTIGO WISCONSIN,Adult,92,21
556,2023-12-28,22419705,76742176,Emergency Department,1,Primary Care,Ambulatory,Workflow Issue,Registration workflow deviation,Workflow,In Progress,Pending,4,Elton Dysart,GREENWOOD LEFLORE HOSPITAL,Adult,84,10
557,2025-10-31,76865185,2557576,Registration Kiosk,3,Urgent Care,Ambulatory,Registration Information,Missing insurance information,Insurance Information,Resolved,KND,2,Samaria Bisiker,"MOUNTAIN VIEW HOSPITAL, INC.",Senior,96,6
558,2024-01-09,55868631,90799996,Call Center,6,Radiology,Ancillary,Patient Input Error,Incorrect patient information,Other,Resolved,Merge,8,Angele Tourmell,ST LUKE'S CORNWALL HOSPITAL,Adult,68,6
559,2024-12-07,75899368,7928173,External Interface,7,Inpatient,Inpatient,Workflow Issue,Registration workflow deviation,Workflow,Resolved,KND,14,Godiva Pechell,SPOKANE VALLEY WASHINGTON HOSPITAL COMPANY LLC,Adult,89,45
560,2025-02-26,74448209,71364939,Internal Registration,8,Behavioral Health,Behavioral Health,Data Entry Error,Incorrect address entry,Address,Resolved,KND,6,Serena Beckers,EXCELLENCE HOSPITAL OF TEXAS PLLC,Adult,87,11
561,2023-10-10,96097043,68311439,Internal Registration,1,Primary Care,Ambulatory,Data Entry Error,Name typo,Patient Name,Resolved,Merge,14,Aldous Haile,HOPKINS COUNTY HOSPITAL DISTRICT,Senior,83,20
562,2026-02-18,70534810,71814656,Patient Portal,2,Emergency Department,Emergency,Data Entry Error,Incorrect address entry,Address,Resolved,KND,7,Idell Jori,MCDONOUGH COUNTY HOSPITAL DISTRICT,Pediatric,78,40
563,2024-08-29,89448041,71384255,Self-schedule,4,Specialty Clinics,Ambulatory,System Issue,System duplicate creation,System/Interface,Resolved,KND,6,Saxon Chung,ATLANTIC GENERAL HOSPITAL CORP,Pediatric,87,25
564,2025-12-21,19627110,2552711,Self-schedule,3,Urgent Care,Ambulatory,Data Entry Error,Name typo,Patient Name,Resolved,Merge,7,Glynda Bing,MOTHER FRANCES HOSPITAL,Adult,100,20
565,2024-03-16,41495212,28962619,Internal Registration,6,Radiology,Ancillary,Data Entry Error,Incorrect address entry,Address,Resolved,Merge,15,Jasmin Barrett,"MORTON HOSPITAL AND MEDICAL CENTER, INC.",Adult,63,40
566,2023-11-27,31947653,16723271,Internal Registration,3,Urgent Care,Ambulatory,Data Entry Error,Transposed first/last name,Patient Name,Resolved,No Action Required,1,Thomasin O'Cahsedy,METHODIST MEDICAL CENTER OF ILLINOIS,Senior,83,19
567,2025-04-02,63654555,58129322,Referral,3,Urgent Care,Ambulatory,Registration Information,Incomplete demographics,Demographics/Registration,Resolved,Merge,15,Zak Ditter,PURCELL MUNICIPAL HOSPITAL,Adult,98,64
568,2025-03-30,17464225,32443044,Internal Registration,7,Inpatient,Inpatient,Data Entry Error,Transposed first/last name,Patient Name,Resolved,Merge,9,Calhoun MacDermott,COOPER COUNTY MEMORIAL HOSPITAL,Adult,77,18
569,2026-03-28,58887750,46097114,Internal Registration,6,Radiology,Ancillary,Workflow Issue,Skipped duplicate search,Workflow,In Progress,Pending,30,Alyda Soares,"MATHENY SCHOOL AND HOSPITAL,INC.",Adult,67,15
570,2024-04-05,88739585,80833874,Referral,8,Behavioral Health,Behavioral Health,Workflow Issue,Registration workflow deviation,Workflow,Resolved,Split,3,Abel O'Haire,KALISPELL REGIONAL MEDICAL CENTER INC,Pediatric,87,15
571,2025-11-14,36471463,59062600,Emergency Department,7,Inpatient,Inpatient,Data Entry Error,Name typo,Patient Name,Resolved,Split,10,Corrianne Deinert,UNIVERSITY OF UTAH MEDICAL CENTER,Adult,64,9
572,2025-02-12,9887296,97820810,Self-schedule,1,Primary Care,Ambulatory,Data Entry Error,Name typo,Patient Name,Resolved,Split,11,Costanza Newbigging,MONTEBELLO MEDICAL CENTER INC,Adult,66,11
573,2025-03-03,39170764,32402433,Internal Registration,5,Laboratory,Ancillary,Registration Information,Incomplete demographics,Demographics/Registration,Resolved,No Action Required,1,Cherey Ghiraldi,MORTON COUNTY HOSPITAL,Pediatric,93,183
574,2024-05-27,58821531,24593313,Internal Registration,4,Specialty Clinics,Ambulatory,System Issue,Interface mapping error,System/Interface,Resolved,Merge,9,Marcelo MacPaike,THE MILTON S. HERSHEY MEDICAL CENTER PHYSICIAN GROUP,Adult,97,16
575,2024-06-12,9379853,12273063,Self-schedule,5,Laboratory,Ancillary,Data Entry Error,DOB typo,Date of Birth,Resolved,No Action Required,5,Teresita Bradnocke,OSU MEDICAL CENTER,Senior,80,12
576,2026-05-24,18098418,94227310,Call Center,1,Primary Care,Ambulatory,Data Entry Error,DOB typo,Date of Birth,Resolved,No Action Required,3,Etheline Fotitt,KAISER FOUNDATION HOSPITALS,Senior,62,23
577,2024-12-30,1052506,13735965,Emergency Department,6,Radiology,Ancillary,Registration Information,Duplicate registration attempt,Registration Process,Resolved,KND,8,Yalonda Tulip,EAST TEXAS MEDICAL CENTER JACKSONVILLE,Unknown,93,55
578,2025-01-20,61934872,13788742,Referral,2,Emergency Department,Emergency,Workflow Issue,Registration workflow deviation,Workflow,Resolved,Merge,12,Sibley Ewdale,"EMPORIA SURGICAL HOSPITAL, LLC",Senior,77,57
579,2024-01-29,65366143,56200015,Internal Registration,4,Specialty Clinics,Ambulatory,Data Entry Error,DOB typo,Date of Birth,Resolved,KND,2,Jacquetta Scemp,MAIMONIDES MEDICAL CENTER,Adult,97,23
580,2026-03-29,97332747,76109886,Internal Registration,2,Emergency Department,Emergency,Registration Information,Duplicate registration attempt,Registration Process,Resolved,Split,4,Way Chessman,"JEWISH HOSPITAL & ST. MARY'S HEALTHCARE, INC.",Adult,84,12
581,2024-10-10,60269610,5317128,Emergency Department,3,Urgent Care,Ambulatory,Data Entry Error,Incorrect address entry,Address,Resolved,Split,8,Yoshi Crippen,UCSF MEDICAL CENTER,Adult,64,23
582,2023-12-13,99218427,89575120,Self-schedule,5,Laboratory,Ancillary,Registration Information,Incomplete demographics,Demographics/Registration,Resolved,Merge,3,Zebulon Tyas,"HOSPITAL OF FULTON, INC.",Adult,77,16
583,2025-04-16,61166454,13090978,Emergency Department,3,Urgent Care,Ambulatory,Workflow Issue,Registration workflow deviation,Workflow,In Progress,Pending,29,Karlis Critchell,BRONSON SOUTH HAVEN HOSPITAL,Senior,89,31
584,2025-04-25,38876578,95772997,Self-schedule,5,Laboratory,Ancillary,Registration Information,Duplicate registration attempt,Registration Process,Resolved,KND,9,Brandyn Carlo,CAYEY HOSPITAL & MEDICAL SUPPLY,Adult,90,13
585,2026-04-15,22624126,55687272,Self-schedule,7,Inpatient,Inpatient,Data Entry Error,Name typo,Patient Name,Resolved,Merge,14,Gabriele Pitcher,METRO URGENT CARE & FAMILY MEDICAL CENTER PC,Adult,76,39
586,2024-06-08,15139115,76172371,Self-schedule,2,Emergency Department,Emergency,Data Entry Error,Incorrect address entry,Address,Resolved,No Action Required,13,Kylynn Britt,"WILLIS KNIGHTON MEDICAL CENTER, INC.",Adult,97,38
587,2024-02-07,66335920,40253289,Internal Registration,2,Emergency Department,Emergency,Registration Information,Duplicate registration attempt,Registration Process,Resolved,KND,9,Udell Dennison,"SAMARITAN HOSPITAL OF TROY, NEW YORK",Adult,98,14
588,2023-10-09,93411479,48879658,Call Center,4,Specialty Clinics,Ambulatory,Registration Information,Incomplete demographics,Demographics/Registration,Resolved,KND,7,Ronna Cuniam,CLAXTON-HEPBURN MEDICAL CENTER,Adult,71,14
589,2025-06-28,57974023,899668,Self-schedule,7,Inpatient,Inpatient,System Issue,Data synchronization issue,System/Interface,Escalated,Pending,55,Pennie Kedge,BLANCHFIELD ARMY COMMUNITY HOSPITAL,Adult,91,13
590,2025-10-05,12963582,54224375,Self-schedule,1,Primary Care,Ambulatory,Workflow Issue,Registration workflow deviation,Workflow,Resolved,Split,3,Fredi Mineghelli,"ROPER HOSPITAL, INC",Pediatric,96,7
591,2024-09-16,50846531,38130142,Call Center,4,Specialty Clinics,Ambulatory,Patient Input Error,Guardian entered own name,Patient Name,Resolved,Merge,4,Wilbur Morriarty,BELLEVUE HOSPITAL CENTER,Pediatric,78,23
592,2023-10-05,72457933,84752764,Self-schedule,1,Primary Care,Ambulatory,Registration Information,Duplicate registration attempt,Registration Process,In Progress,Pending,25,Karalynn Hrachovec,"NEWPORT NEUROHOSPITALIST MEDICAL GROUP, INC",Pediatric,80,25
593,2025-08-18,2720429,61541987,Emergency Department,4,Specialty Clinics,Ambulatory,Data Entry Error,Transposed first/last name,Patient Name,Resolved,Split,8,Hayyim Haime,WHIDBEY ISLAND PUBLIC HOSPITAL DISTRICT,Senior,38,170
594,2025-05-29,15775974,44164644,Referral,3,Urgent Care,Ambulatory,System Issue,System duplicate creation,System/Interface,In Progress,Pending,8,Loree Fentem,COFFEY COUNTY HOSPITAL,Adult,82,47
595,2024-06-08,45958579,6546896,Emergency Department,4,Specialty Clinics,Ambulatory,System Issue,Data synchronization issue,System/Interface,Resolved,Split,7,Dietrich Baggarley,JOHNSON MEDICAL CENTER,Adult,90,39
596,2024-10-17,8883564,40938831,Self-schedule,6,Radiology,Ancillary,System Issue,System duplicate creation,System/Interface,Resolved,Merge,10,Killie Bonnor,INTERVENTION ARMS MEDICAL CENTER 2 LLC,Adult,83,16
597,2023-11-17,45498783,98731287,Emergency Department,8,Behavioral Health,Behavioral Health,System Issue,Data synchronization issue,System/Interface,Resolved,KND,7,Bettye Cator,"CENTRO MEDICO SANTA CRUZ MEDICAL CENTER, INC",Adult,90,20
598,2025-10-26,55097347,19977990,Internal Registration,8,Behavioral Health,Behavioral Health,Workflow Issue,Skipped duplicate search,Workflow,Resolved,KND,13,Dana Murkitt,UPMC AND THE WASHINGTON HOSPITAL CANCER CENTER,Adult,93,21
599,2025-05-26,50080913,52781384,Patient Portal,3,Urgent Care,Ambulatory,Workflow Issue,Skipped duplicate search,Workflow,Resolved,Split,3,Sharon Brunskill,EISENHOWER ARMY MEDICAL CENTER,Pediatric,72,24
600,2023-12-28,67860047,83192635,Internal Registration,2,Emergency Department,Emergency,System Issue,Data synchronization issue,System/Interface,Resolved,KND,10,Mina Borkin,NORTHERN ROCKIES MEDICAL CENTER,Adult,87,8
601,2025-12-05,28671137,53205418,Internal Registration,1,Primary Care,Ambulatory,System Issue,Interface mapping error,System/Interface,Resolved,Merge,12,Loraine Vern,NOR-LEA HOSPITAL DISTRICT,Adult,71,53
602,2025-08-24,23911379,90584781,Emergency Department,7,Inpatient,Inpatient,Data Entry Error,Transposed first/last name,Patient Name,Resolved,No Action Required,3,Mozelle Rivenzon,COMMUNITY HOSPITALS OF INDIANA,Pediatric,88,47
603,2024-06-24,10547791,72828732,Self-schedule,1,Primary Care,Ambulatory,Registration Information,Incomplete demographics,Demographics/Registration,Resolved,Merge,9,Mariann Loughrey,NATIONAL REHABILITATION HOSPITAL INC,Pediatric,85,22
604,2025-07-04,44048022,641190,Patient Portal,2,Emergency Department,Emergency,Data Entry Error,Incorrect address entry,Address,Resolved,Split,12,Winnah Frango,ST. LUKES EPISCOPAL-PRESBYTERIAN HOSPITAL,Pediatric,33,5
605,2026-05-18,34278577,96367138,Internal Registration,3,Urgent Care,Ambulatory,Data Entry Error,Name typo,Patient Name,Pending Review,Pending,12,Ginger Engledow,LEAHI HOSPITAL,Adult,71,164
606,2025-08-16,37479060,9894622,Emergency Department,5,Laboratory,Ancillary,System Issue,Data synchronization issue,System/Interface,Resolved,No Action Required,3,Ivett Fey,DELTA COUNTY MEMORIAL HOSPITAL,Adult,95,5
607,2025-04-19,55683567,42784036,Internal Registration,8,Behavioral Health,Behavioral Health,Data Entry Error,Incorrect address entry,Address,Resolved,Merge,15,Isiahi Swane,US FAMILY MEDICAL CENTER,Adult,86,22
608,2025-11-16,64252496,90438682,Internal Registration,6,Radiology,Ancillary,System Issue,Interface mapping error,System/Interface,Resolved,No Action Required,5,Aliza Bower,HIGHLAND HOSPITAL,Pediatric,90,67
609,2024-06-10,95358807,13995740,Call Center,1,Primary Care,Ambulatory,Data Entry Error,DOB typo,Date of Birth,Resolved,Merge,6,Orren Clackers,AMERICAN HOSPITAL MANAGEMENT CORPORATION,Senior,91,19
610,2026-04-17,10939954,9184329,Emergency Department,6,Radiology,Ancillary,Workflow Issue,Skipped duplicate search,Workflow,Resolved,KND,3,Nicki Pilmer,BELLIN MEMORIAL HOSPITAL INC,Senior,33,13
611,2026-06-13,31328011,94311428,Self-schedule,4,Specialty Clinics,Ambulatory,Data Entry Error,Name typo,Patient Name,Resolved,Merge,2,Dix Branca,RADIANT HEALTH FAMILY MEDICAL CENTER,Adult,100,182
