duplicate_id,event_date,duplicate_mrn,original_mrn,source,department_id,department_name,service_line,contributory_factor_type,contributory_factors,primary_category,status,resolution_type,days_to_resolution,assigned_analyst,facility,patient_age_group,duplicate_score,investigation_time_minutes
5834,2026-03-05,41282125,89688856,Patient Portal,1,Primary Care,Ambulatory,System Issue,System duplicate creation,System/Interface,Resolved,No Action Required,2,Mandi MacEntee,"NORTHWESTERN MEDICAL CENTER, INC.",Adult,87,11
5835,2025-11-20,39501979,53465551,Internal Registration,8,Behavioral Health,Behavioral Health,Data Entry Error,Incorrect address entry,Address,In Progress,Pending,25,Aggi Schwier,"MYRTLE BEACH REHABILITATION HOSPITAL, LLC",Adult,70,10
5836,2025-08-02,56775270,67445691,Call Center,3,Urgent Care,Ambulatory,System Issue,Data synchronization issue,System/Interface,Resolved,No Action Required,14,Hazlett Dand,PRESENCE CENTRAL AND SUBURBAN HOSPITALS NETWORK,Adult,64,25
5837,2025-05-05,96911649,40203748,Self-schedule,8,Behavioral Health,Behavioral Health,Registration Information,Duplicate registration attempt,Registration Process,Resolved,Merge,15,Kirsti Mac Giany,GOSHEN MEDICAL CENTER INCORPORATED,Adult,100,24
5838,2026-02-20,78317100,78927933,External Interface,4,Specialty Clinics,Ambulatory,Data Entry Error,DOB typo,Date of Birth,Resolved,Split,2,Britni Alexsandrov,BOWLING GREEN WARREN COUNTY COMMUNITY HOSPITAL CORPORATION,Senior,81,16
5839,2025-12-12,19491332,97149176,Internal Registration,4,Specialty Clinics,Ambulatory,Data Entry Error,Transposed first/last name,Patient Name,Resolved,Split,8,Barbie Owtram,MEMORIAL HOSPITAL OF TEXAS COUNTY AUTHORITY,Unknown,84,15
5840,2025-02-22,26661887,98307718,Call Center,2,Emergency Department,Emergency,Data Entry Error,Incorrect address entry,Address,Resolved,Merge,15,Danit Kennea,ALLEN MEMORIAL HOSPITAL CORPORATION,Adult,97,13
5841,2024-01-17,8742913,24677804,Self-schedule,5,Laboratory,Ancillary,Data Entry Error,Incorrect address entry,Address,Resolved,KND,15,Steven Edsell,"KAY COUNTY OKLAHOMA HOSPITAL COMPANY, LLC",Pediatric,61,18
5842,2025-08-22,12227297,53758057,Call Center,5,Laboratory,Ancillary,Data Entry Error,Name typo,Patient Name,Resolved,KND,7,Giorgi Feehely,ST LOUIS MEDICAL CENTER INC,Senior,60,44
5843,2026-03-28,84770300,11239791,Internal Registration,1,Primary Care,Ambulatory,Data Entry Error,Transposed first/last name,Patient Name,Resolved,Split,5,Pattie Claye,BALLINGER MEMORIAL HOSPITAL DISTRICT,Adult,43,8
5844,2024-01-05,49289764,5950599,Emergency Department,5,Laboratory,Ancillary,System Issue,Data synchronization issue,System/Interface,Resolved,Merge,4,Jessamine Godlip,MISSION HOSPITALS INC,Adult,93,5
5845,2023-11-24,25987445,78646747,Internal Registration,7,Inpatient,Inpatient,Registration Information,Incomplete demographics,Demographics/Registration,In Progress,Pending,3,Nathalia Dando,KINGSBROOK JEWISH MEDICAL CENTER,Pediatric,81,30
5846,2025-07-24,15564227,77172167,Self-schedule,3,Urgent Care,Ambulatory,Data Entry Error,Incorrect address entry,Address,Escalated,Pending,54,Lari Killick,NORTHWARD HOSPITAL ASSOCIATES,Adult,87,14
5847,2024-01-05,26857465,90888237,Self-schedule,4,Specialty Clinics,Ambulatory,Data Entry Error,Incorrect address entry,Address,Resolved,Split,1,Giacomo Newcomb,NANTUCKET COTTAGE HOSPITAL,Adult,97,23
5848,2024-08-08,51042956,18816117,Call Center,6,Radiology,Ancillary,Data Entry Error,Transposed first/last name,Patient Name,Resolved,Merge,12,Verene Legonidec,NEW YORK UNIVERSITY HOSPITAL CENTER,Pediatric,80,14
5849,2026-05-29,31345349,2370039,Self-schedule,2,Emergency Department,Emergency,System Issue,Interface mapping error,System/Interface,Resolved,KND,4,Nannette Greg,LAKESIDE MEMORIAL HOSPITAL INC.,Adult,81,37
5850,2023-11-21,14823803,91003989,External Interface,6,Radiology,Ancillary,Registration Information,Incomplete demographics,Demographics/Registration,Resolved,No Action Required,10,Bear Mountney,HAMPSHIRE MEMORIAL HOSPITAL SWING BED,Adult,65,20
5851,2025-11-10,87698010,33463583,Self-schedule,6,Radiology,Ancillary,Registration Information,Incomplete demographics,Demographics/Registration,Resolved,Split,6,Darill Tremlett,"OSS ORTHOPAEDIC HOSPITAL, LLC",Adult,79,14
5852,2024-11-01,37242592,66627816,Self-schedule,8,Behavioral Health,Behavioral Health,Data Entry Error,Transposed first/last name,Patient Name,Resolved,Merge,3,Timotheus Slyde,GALENIA HOSPITAL OF MEXICO,Senior,74,65
5853,2024-07-21,91168373,30662743,Self-schedule,8,Behavioral Health,Behavioral Health,Patient Input Error,Incorrect patient information,Other,Resolved,Merge,8,Westleigh Kelloch,HANFORD COMMUNITY MEDICAL CENTER - NAVY RESOURCE SHARING,Senior,99,21
5854,2024-08-13,44339794,32413810,Internal Registration,3,Urgent Care,Ambulatory,Data Entry Error,Name typo,Patient Name,Resolved,Split,6,Celeste Carwithen,MERCY MEDICAL CENTER INC,Adult,89,51
5855,2024-12-16,12543551,77109482,Self-schedule,5,Laboratory,Ancillary,Registration Information,Incomplete demographics,Demographics/Registration,Resolved,No Action Required,10,Wandis Stivani,NORTH BIG HORN HOSPITAL,Adult,90,54
5856,2025-02-05,45335968,86623908,Internal Registration,1,Primary Care,Ambulatory,Data Entry Error,DOB typo,Date of Birth,Resolved,KND,8,Dimitri Mutlow,WEED ARMY COMMUNITY HOSPITAL,Adult,80,13
5857,2023-09-05,56333204,69689122,Emergency Department,6,Radiology,Ancillary,System Issue,System duplicate creation,System/Interface,In Progress,Pending,29,Murielle Le Marchant,"ENCOMPASS HEALTH REHABILITATION HOSPITAL OF CAPE CORAL, LLC",Adult,60,174
5858,2025-10-10,75664675,93657049,Self-schedule,5,Laboratory,Ancillary,System Issue,Data synchronization issue,System/Interface,Resolved,Split,11,Jacob Flatte,CARTHAGE AREA HOSPITAL,Senior,89,10
5859,2024-06-17,95103777,49969453,Emergency Department,8,Behavioral Health,Behavioral Health,Data Entry Error,Name typo,Patient Name,Resolved,Merge,9,Weider Willox,THE NEW YORK AND PRESBYTERIAN HOSPITAL,Adult,91,50
5860,2023-11-11,63508622,43294031,Self-schedule,4,Specialty Clinics,Ambulatory,Registration Information,Missing insurance information,Insurance Information,Resolved,No Action Required,13,Lucienne Hlavecek,SARATOGA HOSPITAL,Adult,86,21
5861,2025-04-17,43837292,99183522,Self-schedule,2,Emergency Department,Emergency,Data Entry Error,DOB typo,Date of Birth,Resolved,KND,10,Briney Climer,MOUNT SINAI MEDICAL CENTER,Senior,67,24
5862,2023-10-09,77912745,82224072,Emergency Department,1,Primary Care,Ambulatory,Registration Information,Incomplete demographics,Demographics/Registration,Resolved,KND,11,Merle Valler,SAINT JOSEPH MEDICAL CENTER - JOLIET LLC,Adult,90,32
5863,2024-11-10,21939663,30276828,Emergency Department,8,Behavioral Health,Behavioral Health,Registration Information,Duplicate registration attempt,Registration Process,Resolved,No Action Required,7,Morten Ascough,HOLLY HILL HOSPITAL,Senior,74,55
5864,2024-03-03,26653421,30316175,Internal Registration,7,Inpatient,Inpatient,Registration Information,Missing insurance information,Insurance Information,Resolved,KND,8,Sigrid Barter,BEAVER VALLEY HOSPITAL,Senior,94,43
5865,2025-03-08,54470121,28941446,Emergency Department,5,Laboratory,Ancillary,Data Entry Error,Transposed first/last name,Patient Name,Resolved,Merge,5,Brittney Stent,OUR LADY OF LOURDES HOSPITAL,Adult,98,17
5866,2025-11-01,21631951,25747853,Internal Registration,5,Laboratory,Ancillary,Data Entry Error,Transposed first/last name,Patient Name,Resolved,No Action Required,7,Shawna Bowdery,TOLEDO HOSPITAL,Adult,96,11
5867,2024-06-02,54464716,8753738,Internal Registration,3,Urgent Care,Ambulatory,Registration Information,Incomplete demographics,Demographics/Registration,Resolved,No Action Required,1,Caritta Gergher,DECATUR GENERAL HOSPITAL,Adult,82,60
5868,2026-03-29,9850489,87432667,Call Center,6,Radiology,Ancillary,Data Entry Error,Transposed first/last name,Patient Name,Resolved,Split,9,Fidole Lathom,UNIVERSITY HOSPITALS CLEVELAND MEDICAL CENTER,Adult,67,24
5869,2026-04-01,30130226,207214,Call Center,8,Behavioral Health,Behavioral Health,Data Entry Error,Transposed first/last name,Patient Name,Resolved,Merge,4,Gilberta Stempe,"MWN COMMUNITY HOSPITAL, LLC",Adult,72,11
5870,2024-08-03,66360036,1254402,Internal Registration,6,Radiology,Ancillary,Workflow Issue,Skipped duplicate search,Workflow,Resolved,Merge,3,Mannie Braben,"ST. VINCENT RANDOLPH HOSPITAL, INC",Senior,83,12
5871,2025-05-30,13463576,10770700,Emergency Department,6,Radiology,Ancillary,Workflow Issue,Registration workflow deviation,Workflow,Resolved,Split,10,Rutledge Pluthero,LEGACY EMANUEL HOSPITAL & HEALTH CENTER,Adult,89,14
5872,2025-05-14,29763996,95187320,Self-schedule,4,Specialty Clinics,Ambulatory,Data Entry Error,Name typo,Patient Name,Resolved,KND,14,Jeane Merrison,UNIVERSITY HOSPITAL OF BROOKLYN,Adult,90,18
5873,2024-04-11,45046631,60547024,Patient Portal,2,Emergency Department,Emergency,Data Entry Error,Name typo,Patient Name,Resolved,Merge,11,Philbert Collocott,"TRI STATE FAMILY MEDICAL CENTER, LLC",Adult,87,25
5874,2024-03-20,68499704,26180327,Call Center,3,Urgent Care,Ambulatory,System Issue,Data synchronization issue,System/Interface,Resolved,Split,3,Kev Franzke,UC BEST MEDICAL CENTER P C,Adult,97,127
5875,2023-11-10,85866458,33951844,Self-schedule,5,Laboratory,Ancillary,Data Entry Error,Incorrect address entry,Address,Resolved,Merge,9,Joanne Cheevers,"DELIGHT MEDICAL CENTER, INC",Adult,100,16
5876,2025-09-24,2788394,93757221,Internal Registration,8,Behavioral Health,Behavioral Health,Workflow Issue,Skipped duplicate search,Workflow,Resolved,Merge,6,Mitchel Lochead,VETERANS MEMORIAL HOSPITAL CITY OF WAUKON IA,Pediatric,90,18
5877,2026-01-21,55812337,44336069,Self-schedule,5,Laboratory,Ancillary,System Issue,System duplicate creation,System/Interface,Resolved,No Action Required,10,Rawley Rippon,UCSF MEDICAL CENTER,Adult,63,5
5878,2024-03-13,91633528,28890696,Emergency Department,4,Specialty Clinics,Ambulatory,Data Entry Error,Transposed first/last name,Patient Name,Resolved,Split,1,Alexina Hailes,SUMNER COMMUNITY HOSPITAL LLC,Adult,90,24
5879,2024-09-02,45315653,22387927,Referral,5,Laboratory,Ancillary,Workflow Issue,Skipped duplicate search,Workflow,Resolved,KND,2,Remus Twidale,"MCHS HOSPITALS, INC.",Senior,55,72
5880,2026-06-29,84977426,97845906,Self-schedule,6,Radiology,Ancillary,System Issue,Data synchronization issue,System/Interface,Resolved,Split,14,Sean Lucy,TYRONE HOSPITAL,Adult,52,40
5881,2025-05-13,51342367,11998039,Internal Registration,3,Urgent Care,Ambulatory,Registration Information,Incomplete demographics,Demographics/Registration,Resolved,No Action Required,15,Marci Beeston,JACOBI MEDICAL CENTER,Adult,71,23
5882,2024-08-21,923329,84744492,Internal Registration,8,Behavioral Health,Behavioral Health,System Issue,Data synchronization issue,System/Interface,Resolved,KND,9,Shayla Greggor,SPECTRUM HEALTH HOSPITALS,Adult,83,39
5883,2024-04-12,60246250,3610388,Self-schedule,2,Emergency Department,Emergency,Data Entry Error,Transposed first/last name,Patient Name,Resolved,Split,13,Charin Fairfoot,KIRK W COFRAN MD AND WILLIS-KNIGHTON MEDICAL CENTER,Adult,88,9
5884,2024-10-21,83172333,93579490,Self-schedule,6,Radiology,Ancillary,Registration Information,Missing insurance information,Insurance Information,Resolved,No Action Required,1,Melissa Paddington,DEACONESS HOSPITAL INC,Adult,87,17
5885,2024-01-03,48939478,49795061,Call Center,3,Urgent Care,Ambulatory,Data Entry Error,Transposed first/last name,Patient Name,Resolved,Split,10,Ivy Canwell,DALLAS COUNTY HOSPITAL DISTRICT,Adult,71,17
5886,2025-04-30,75483715,61070272,Emergency Department,2,Emergency Department,Emergency,Data Entry Error,DOB typo,Date of Birth,Resolved,KND,13,Cecilio Langthorne,"LODI MEMORIAL HOSPITAL ASSOCIATION, INC.",Adult,81,36
5887,2024-10-13,93144694,52020599,Internal Registration,6,Radiology,Ancillary,System Issue,Data synchronization issue,System/Interface,Resolved,KND,15,Hestia Macewan,ASCENSION RIVER DISTRICT HOSPITAL,Senior,80,13
5888,2026-05-02,59138323,20895886,Internal Registration,8,Behavioral Health,Behavioral Health,Registration Information,Duplicate registration attempt,Registration Process,Resolved,KND,8,Jaquenetta Champerlen,HYANNIS MEDICAL CENTER LLC,Pediatric,100,9
5889,2025-05-12,95806121,15714764,Emergency Department,6,Radiology,Ancillary,Registration Information,Missing insurance information,Insurance Information,Resolved,No Action Required,7,Tedd Tribe,"HOSPITAL ESPANOL DE AUXILIO MUTUO DE PUERTO RICO, INC.",Adult,88,50
5890,2024-03-13,63626622,54566899,Call Center,6,Radiology,Ancillary,System Issue,System duplicate creation,System/Interface,Resolved,Split,14,Alina Hyde-Chambers,TRINITAS REGIONAL MEDICAL CENTER,Adult,84,70
5891,2025-02-08,41821120,40631750,Internal Registration,6,Radiology,Ancillary,Registration Information,Duplicate registration attempt,Registration Process,Resolved,Merge,1,Chiquita Fleay,CHELSEA COMMUNITY HOSPITAL,Pediatric,96,52
5892,2024-12-01,39312220,68782121,Self-schedule,2,Emergency Department,Emergency,Data Entry Error,Name typo,Patient Name,In Progress,Pending,21,Loralie Elcy,USC MEDICAL CENTER,Senior,93,39
5893,2025-07-10,24483155,64470293,Patient Portal,2,Emergency Department,Emergency,Workflow Issue,Skipped duplicate search,Workflow,In Progress,Pending,26,Wesley Quarless,"ALTMED MEDICAL CENTER, INC",Adult,83,10
5894,2023-09-21,45080570,83581590,External Interface,8,Behavioral Health,Behavioral Health,Data Entry Error,Transposed first/last name,Patient Name,Resolved,KND,14,Ara Durden,SEATTLE CHILDREN'S HOSPITAL,Adult,86,15
5895,2024-04-29,22683980,56570410,Self-schedule,6,Radiology,Ancillary,Registration Information,Missing insurance information,Insurance Information,Resolved,Split,12,Zondra Seater,PROCTOR COMMUNITY HOSPITAL,Adult,94,22
5896,2024-09-02,40819551,20469252,Call Center,4,Specialty Clinics,Ambulatory,System Issue,Data synchronization issue,System/Interface,Resolved,Split,15,Barthel Seger,"CRAVENS MEDICAL CENTER, PLLC",Adult,85,51
5897,2025-12-23,73298512,47042338,Self-schedule,8,Behavioral Health,Behavioral Health,Data Entry Error,Incorrect address entry,Address,Resolved,KND,13,Norman De Bruijn,SANFORD MEDICAL CENTER,Senior,99,24
5898,2024-08-27,23427580,46917590,Self-schedule,2,Emergency Department,Emergency,Registration Information,Duplicate registration attempt,Registration Process,Resolved,Merge,11,Elwira Tuppeny,THE CHILDREN'S HOSPITAL OF PHILADLEPHIA,Adult,90,67
5899,2023-11-04,1747417,24994378,Self-schedule,2,Emergency Department,Emergency,Data Entry Error,Transposed first/last name,Patient Name,Resolved,KND,7,Laurena Gilffillan,ST. VINCENT INFIRMARY MEDICAL CENTER,Adult,68,35
5900,2025-10-30,88538109,110727,Emergency Department,3,Urgent Care,Ambulatory,Data Entry Error,Incorrect address entry,Address,Resolved,No Action Required,4,Risa Dyet,CHILDREN'S HOSPITAL COLORADO,Adult,63,22
5901,2025-04-30,4844349,25487118,Emergency Department,3,Urgent Care,Ambulatory,Data Entry Error,Incorrect address entry,Address,Resolved,Merge,8,Judon Broderick,WILLIAM BEAUMONT HOSPITALS,Adult,80,20
5902,2025-09-09,74777411,98144615,Call Center,5,Laboratory,Ancillary,Data Entry Error,Incorrect address entry,Address,Resolved,Split,12,Dusty Fidge,ST. VINCENT GENERAL HOSPITAL DISTRICT,Pediatric,65,213
5903,2025-01-16,95260870,55897525,Emergency Department,8,Behavioral Health,Behavioral Health,System Issue,Data synchronization issue,System/Interface,Resolved,No Action Required,10,Demetria Wardell,KING'S DAUGHTERS MEDICAL CENTER,Adult,88,39
5904,2025-10-12,13892283,85375498,Referral,2,Emergency Department,Emergency,Data Entry Error,Transposed first/last name,Patient Name,Resolved,Merge,12,Melisse Echlin,NEWARK WAYNE COMMUNITY HOSPITAL-LAB,Adult,33,90
5905,2026-04-16,73792056,38993053,Internal Registration,3,Urgent Care,Ambulatory,Registration Information,Missing insurance information,Insurance Information,Resolved,Merge,10,Josselyn Blackhall,121 MEDICAL CENTER LLC,Senior,99,13
5906,2025-01-05,90291994,84639819,Internal Registration,3,Urgent Care,Ambulatory,Registration Information,Incomplete demographics,Demographics/Registration,Resolved,KND,13,Carlen Bellino,WILLIAM D PARKER MD AND WILLIS-KNIGHTON MEDICAL CENTER,Adult,92,138
5907,2024-04-23,21163416,36108815,Internal Registration,5,Laboratory,Ancillary,System Issue,Interface mapping error,System/Interface,Pending Review,Pending,15,Burgess Rodgman,HERMANN AREA HOSPITAL DISTRICT,Pediatric,64,18
5908,2025-09-09,25566179,62279864,Internal Registration,3,Urgent Care,Ambulatory,Data Entry Error,DOB typo,Date of Birth,Resolved,No Action Required,3,Frederico Nicholson,CLANTON HOSPITAL LLC,Pediatric,67,19
5909,2025-02-13,35639281,33732570,External Interface,3,Urgent Care,Ambulatory,Data Entry Error,Name typo,Patient Name,Pending Review,Pending,21,Rayna MacWilliam,EL SEGUNDO MEDICAL CENTER INC,Adult,81,18
5910,2024-05-15,50543620,75292559,Call Center,3,Urgent Care,Ambulatory,Data Entry Error,Incorrect address entry,Address,In Progress,Pending,12,Dieter Fritter,CHILDREN'S HOSPITAL MEDICAL CENTER OF AKRON,Adult,83,25
5911,2024-06-18,41973035,25355619,Internal Registration,1,Primary Care,Ambulatory,Data Entry Error,Name typo,Patient Name,Resolved,Split,3,Juliann Benger,MERCY HOSPITAL OF BUFFALO,Adult,96,22
5912,2025-06-21,10625127,63953085,External Interface,2,Emergency Department,Emergency,Patient Input Error,Guardian entered own name,Patient Name,Resolved,No Action Required,12,Hilliary Piscopiello,CARL R DARNALL ARMY MEDICAL CENTER,Adult,91,10
5913,2023-09-20,36740337,55095516,Call Center,1,Primary Care,Ambulatory,System Issue,Interface mapping error,System/Interface,Resolved,No Action Required,8,Dene Kinnier,DENVER HEALTH AND HOSPITAL AUTHORITY,Senior,87,8
5914,2026-05-10,35442988,80430988,Patient Portal,6,Radiology,Ancillary,Registration Information,Missing insurance information,Insurance Information,Resolved,Split,11,Dale Copnall,"AUSTIN BEHAVIORAL HOSPITAL, LLC",Adult,99,73
5915,2026-03-20,57951905,96133743,Internal Registration,4,Specialty Clinics,Ambulatory,Data Entry Error,Name typo,Patient Name,Resolved,KND,2,Redd Sein,MILE BLUFF MEDICAL CENTER INC,Adult,91,73
5916,2024-07-31,79174347,75831108,Internal Registration,8,Behavioral Health,Behavioral Health,Registration Information,Incomplete demographics,Demographics/Registration,Resolved,KND,8,Christal Philps,"OZ HOSPITAL CARE, LLC",Pediatric,87,61
5917,2024-12-02,88238097,38287139,Self-schedule,4,Specialty Clinics,Ambulatory,Registration Information,Missing insurance information,Insurance Information,Resolved,KND,13,Marv Lettice,CHIPPENHAM & JOHNSTON-WILLIS HOSPITALS INC,Adult,80,23
5918,2024-08-10,12212832,73508909,Emergency Department,5,Laboratory,Ancillary,Data Entry Error,Incorrect address entry,Address,Resolved,KND,1,Dale Forlonge,STAFFORD COUNTY HOSPITAL,Adult,83,6
5919,2024-01-30,22516037,76831515,Internal Registration,7,Inpatient,Inpatient,Registration Information,Incomplete demographics,Demographics/Registration,Resolved,Merge,6,Penrod Galler,SAN FERNANDO COMMUNITY HOSPITAL,Adult,91,54
5920,2025-01-19,26164304,91808251,Call Center,3,Urgent Care,Ambulatory,Data Entry Error,Name typo,Patient Name,Resolved,No Action Required,9,Abigael Hainey`,ST. VINCENT HOSPITAL FOUNDATION INC.,Adult,61,18
5921,2024-12-15,40634979,68544851,Internal Registration,1,Primary Care,Ambulatory,Data Entry Error,Transposed first/last name,Patient Name,Resolved,No Action Required,9,Byran Archley,HIGHLAND HOSPITAL,Adult,49,71
5922,2026-05-26,91068713,20649120,Call Center,2,Emergency Department,Emergency,Registration Information,Incomplete demographics,Demographics/Registration,Resolved,No Action Required,1,Pedro Gliddon,ST CLAIRE MEDICAL CENTER,Senior,85,64
5923,2025-11-02,94395176,41477032,Internal Registration,2,Emergency Department,Emergency,System Issue,Data synchronization issue,System/Interface,Resolved,KND,12,Eadmund Larenson,PRESENCE CENTRAL AND SUBURBAN HOSPITALS NETWORK,Senior,92,18
5924,2023-10-25,61113496,29884512,Internal Registration,2,Emergency Department,Emergency,Data Entry Error,DOB typo,Date of Birth,Resolved,Split,10,Kandace Crush,LESTER E. COX MEDICAL CENTERS,Adult,67,8
5925,2025-08-23,46424568,86568319,Referral,8,Behavioral Health,Behavioral Health,Data Entry Error,Incorrect address entry,Address,Resolved,Split,14,Ogdan Olwen,HENDRICK MEDICAL CENTER BROWNWOOD,Senior,99,42
5926,2024-05-04,93295101,69663008,Self-schedule,4,Specialty Clinics,Ambulatory,Data Entry Error,Transposed first/last name,Patient Name,Resolved,No Action Required,14,Jessy Drewell,"CENTURY EYE CARE MEDICAL CENTER, INC.",Senior,92,11
5927,2025-03-01,47561518,41190311,Internal Registration,8,Behavioral Health,Behavioral Health,Data Entry Error,Transposed first/last name,Patient Name,Resolved,KND,8,Beulah Yanuk,"CUMBERLAND FAMILY MEDICAL CENTER, INC.",Adult,79,8
5928,2023-09-25,14509793,41461655,Self-schedule,1,Primary Care,Ambulatory,Workflow Issue,Registration workflow deviation,Workflow,In Progress,Pending,6,Tedra Chazotte,HMH HOSPITALS CORPORATION,Pediatric,100,11
5929,2026-04-05,15252784,55518222,Internal Registration,1,Primary Care,Ambulatory,Data Entry Error,DOB typo,Date of Birth,Resolved,KND,4,Rora Broader,PACIFIC ANESTHESIA CONSULTANTS & HOSPITALISTS,Adult,75,103
5930,2025-08-30,86489244,5958054,Internal Registration,2,Emergency Department,Emergency,System Issue,System duplicate creation,System/Interface,Resolved,Merge,3,Roderigo Stranieri,DAYTON CHILDREN'S HOSPITAL,Adult,88,24
5931,2023-12-15,61990821,17206619,Internal Registration,2,Emergency Department,Emergency,Data Entry Error,DOB typo,Date of Birth,Resolved,Merge,3,Deerdre St. Clair,ST JOSEPH LIVINGSTON HOSPITAL,Adult,100,20
5932,2024-10-26,85301198,40070906,External Interface,7,Inpatient,Inpatient,Data Entry Error,DOB typo,Date of Birth,Resolved,Merge,14,Christen Vowden,BAXTER COUNTY REGIONAL HOSPITAL INC,Adult,77,18
5933,2026-03-15,73035468,76940434,Referral,3,Urgent Care,Ambulatory,Data Entry Error,Name typo,Patient Name,Resolved,No Action Required,2,Zeke Goodhand,"JEWISH HOSPITAL & ST. MARY'S HEALTHCARE, INC.",Pediatric,31,20
5934,2023-12-05,53470524,6013501,Call Center,6,Radiology,Ancillary,Patient Input Error,Guardian entered own name,Patient Name,Resolved,KND,4,Francis Makey,TRIGG COUNTY HOSPITAL INC.,Adult,90,41
5935,2026-06-17,79963367,59374673,Patient Portal,2,Emergency Department,Emergency,Registration Information,Duplicate registration attempt,Registration Process,Resolved,Split,7,Teresa Sandeman,HAMILTON COUNTY HOSPITAL DISTRICT,Adult,94,23
5936,2024-08-30,47851778,56460618,Call Center,8,Behavioral Health,Behavioral Health,Data Entry Error,Name typo,Patient Name,Resolved,Merge,10,Juieta Moorton,ABYSSINIA MEDICAL CENTER LLC,Adult,88,35
5937,2024-02-15,11995716,74774201,Internal Registration,7,Inpatient,Inpatient,Registration Information,Missing insurance information,Insurance Information,Pending Review,Pending,6,Josi Bugdell,BANNER - UNIVERSITY MEDICAL CENTER SOUTH CAMPUS LLC,Adult,74,45
5938,2026-01-28,40400441,61371161,Self-schedule,5,Laboratory,Ancillary,Workflow Issue,Registration workflow deviation,Workflow,Resolved,KND,11,Patty Salvage,ST. JOHN'S RIVERSIDE HOSPITAL-HS,Adult,77,8
5939,2025-02-04,62593119,15383045,Internal Registration,8,Behavioral Health,Behavioral Health,Data Entry Error,Name typo,Patient Name,Resolved,Merge,4,Radcliffe O'Kennedy,TRIANGLE HOSPITAL CARE GROUP,Adult,94,46
5940,2025-02-27,91181173,35364344,Internal Registration,7,Inpatient,Inpatient,System Issue,Data synchronization issue,System/Interface,In Progress,Pending,28,Ashley Swait,PROVIDENT HOSPITAL OF COOK COUNTY,Adult,96,9
5941,2025-09-02,67323561,50355554,Patient Portal,2,Emergency Department,Emergency,Workflow Issue,Skipped duplicate search,Workflow,Resolved,Merge,14,Winifred Shuttlewood,"ALIVIO MEDICAL CENTER, INC.",Adult,85,61
5942,2024-12-14,7509980,72749420,Emergency Department,3,Urgent Care,Ambulatory,Data Entry Error,Incorrect address entry,Address,Resolved,No Action Required,12,Sephira Noquet,WHIDBEY ISLAND PUBLIC HOSPITAL DISTRICT,Adult,71,9
5943,2024-03-02,47213013,58841592,Internal Registration,6,Radiology,Ancillary,Data Entry Error,Transposed first/last name,Patient Name,Resolved,Split,6,Joyous Vauter,CHICO MEDICAL CENTER,Pediatric,62,67
5944,2026-05-09,69696792,47377762,Emergency Department,3,Urgent Care,Ambulatory,Data Entry Error,Name typo,Patient Name,Resolved,No Action Required,2,Byram Fern,STATE OF MISSISSIPPI - UNIVERSITY OF MISSISSIPPI MEDICAL CENTER,Adult,84,156
5945,2024-10-11,46641011,14540442,Emergency Department,6,Radiology,Ancillary,Data Entry Error,Transposed first/last name,Patient Name,Resolved,KND,12,Delmore Casone,HENDRICKS COUNTY HOSPITAL,Adult,98,7
5946,2024-09-22,51657397,73623928,Call Center,1,Primary Care,Ambulatory,System Issue,Data synchronization issue,System/Interface,Resolved,No Action Required,12,Marj Jessop,COASTAL HOSPITALISTS,Senior,87,36
5947,2025-08-01,40326495,91358773,Internal Registration,2,Emergency Department,Emergency,Workflow Issue,Registration workflow deviation,Workflow,Resolved,KND,2,Beryl Goodwell,"KENNESTONE HOSPITAL, INC",Pediatric,86,51
5948,2023-09-25,21429117,47902448,Self-schedule,2,Emergency Department,Emergency,Registration Information,Missing insurance information,Insurance Information,Resolved,Split,7,Willy McMorran,NASON HOSPITAL,Adult,92,18
5949,2024-06-11,717685,70108353,External Interface,2,Emergency Department,Emergency,Data Entry Error,DOB typo,Date of Birth,Resolved,KND,12,Kacey Iiannone,ABINGTON MEMORIAL HOSPITAL,Adult,100,36
5950,2025-06-20,16517751,70318505,Internal Registration,6,Radiology,Ancillary,Data Entry Error,Name typo,Patient Name,Resolved,No Action Required,12,Prentice Duiged,COMMUNITY MEDICAL CENTER OF IZARD COUNTY HOME HEALTH AND HOSPICE,Senior,64,17
5951,2023-11-23,3115441,257083,Self-schedule,6,Radiology,Ancillary,Data Entry Error,Name typo,Patient Name,Resolved,KND,1,Ase Redwing,PHOENIX CHILDREN'S HOSPITAL,Pediatric,70,41
5952,2025-06-23,18096840,18050769,Internal Registration,6,Radiology,Ancillary,Data Entry Error,Name typo,Patient Name,Resolved,Split,9,Stan Durbridge,REYNOLDS ARMY COMMUNITY HOSPITAL,Adult,65,67
5953,2026-03-15,70910602,50475436,Self-schedule,8,Behavioral Health,Behavioral Health,Registration Information,Duplicate registration attempt,Registration Process,Resolved,Split,8,Margeaux Cradock,CREWE MEDICAL CENTER,Adult,93,23
5954,2024-06-25,86405367,54138662,Emergency Department,3,Urgent Care,Ambulatory,Data Entry Error,Incorrect address entry,Address,Pending Review,Pending,11,Elton Skillett,DALLAS COUNTY HOSPITAL DISTRICT,Senior,97,14
5955,2026-06-04,2205315,35482994,Internal Registration,6,Radiology,Ancillary,Registration Information,Incomplete demographics,Demographics/Registration,Resolved,Split,7,Jesse Klimashevich,UNIVERSITY HOSPITALS COORDINATED CARE,Adult,98,15
